-58.89,40.78,70.26,12.76,26.16,-65.40,41.87,61.94,3.38,26.34,-38.71,34.62,47.19,17.50,30.30,-18.86,23.65,51.50,16.84,1.28,
-53.10,52.22,87.75,-16.23,23.78,-55.79,53.10,73.58,3.94,23.48,-45.50,42.11,61.88,18.52,24.17,-38.27,40.34,-3.38,37.16,4.25,
-55.86,34.49,100.26,-0.17,34.16,-58.56,34.70,81.08,0.78,29.28,-41.33,25.25,66.58,11.75,34.75,-20.69,19.72,18.84,30.79,5.38,
-57.17,45.86,112.61,-22.63,27.82,-66.78,43.73,75.01,14.70,29.37,-53.18,34.66,66.28,17.77,29.19,-27.81,26.26,10.03,39.68,-8.40,
-55.64,38.60,64.44,-28.06,29.31,-63.42,44.48,103.68,-18.28,26.09,-52.92,35.00,55.66,18.37,31.30,-44.79,33.04,60.36,3.45,9.56,
-69.58,45.58,88.35,-14.10,13.74,-73.09,42.74,70.34,17.47,23.07,-50.60,38.55,59.80,5.64,32.32,-19.19,21.54,2.09,27.70,3.06,
-57.26,27.87,90.67,-0.08,17.77,-47.47,33.55,100.20,-3.89,22.05,-33.04,24.05,48.94,13.43,31.56,-19.19,23.34,44.61,15.00,12.57,
-40.06,25.80,43.69,7.20,22.18,-37.39,25.11,84.60,-0.08,26.46,-28.72,25.01,45.27,12.77,29.77,9.30,25.11,55.24,14.79,4.06,
-42.66,49.79,40.88,-16.68,17.50,-48.12,47.35,131.50,14.80,21.27,-41.51,35.06,100.67,11.21,24.25,-8.82,20.99,130.06,3.30,-3.02,
-22.42,47.18,56.61,-6.45,29.09,-33.10,42.15,87.33,1.34,31.71,-33.43,33.59,44.52,1.85,34.39,-9.83,25.86,17.51,-0.03,13.01,
-10.12,47.02,31.34,-17.05,22.20,-23.80,39.85,-2.12,0.00,18.79,-20.26,33.69,20.99,-0.03,23.90,-4.60,28.93,1.35,9.25,9.44,
-48.81,33.36,48.39,0.02,6.50,-60.16,33.57,87.96,0.11,4.89,-52.91,18.17,39.84,17.18,7.69,9.14,17.48,-7.45,26.41,-4.73,
-7.06,52.01,24.88,15.12,14.90,-18.90,46.19,-13.25,-10.96,12.84,-14.92,35.17,2.63,15.03,13.62,-6.68,17.08,-5.71,88.29,7.08,
-44.28,40.07,48.76,1.05,12.86,-53.73,39.32,75.92,8.61,10.47,-53.25,21.55,61.26,0.55,8.62,-10.07,24.97,-6.80,-6.77,-15.32,
-40.93,41.62,54.88,2.20,14.43,-55.97,38.81,88.92,-12.68,10.60,-47.30,22.30,44.31,-3.55,14.77,-10.01,21.21,46.46,-11.53,5.35,
