-0.432,1.123,-1.199,69.214,-225.525,-307.861
-0.768,0.749,-0.915,64.087,-267.090,-380.615
-1.091,0.288,-0.741,107.361,-291.321,-438.782
-1.460,0.051,-0.519,125.366,-302.673,-467.224
-1.773,-0.109,-0.209,136.902,-318.481,-488.708
-1.906,-0.374,0.115,169.312,-330.933,-511.963
-2.022,-0.599,0.286,211.182,-322.998,-529.114
-2.112,-0.931,0.283,266.724,-294.739,-539.124
-2.106,-1.350,0.244,316.895,-259.827,-539.978
-2.010,-1.964,0.277,301.270,-228.455,-527.161
-1.821,-2.579,0.241,237.000,-202.515,-495.728
-1.696,-2.999,0.262,148.193,-187.378,-442.566
-1.614,-3.347,0.459,66.162,-202.881,-381.470
-1.568,-3.574,0.981,22.644,-237.488,-313.843
-1.240,-3.764,1.499,6.592,-242.676,-232.788
-2.342,-3.739,1.854,15.320,-191.162,-138.794
-1.315,-3.066,1.947,104.187,-130.005,0.977
-1.751,-2.483,1.811,108.459,-23.987,78.308
-1.576,-2.477,0.930,34.363,91.797,95.520
-1.560,-2.147,0.768,6.653,100.220,143.005
-1.531,-1.756,0.984,5.615,75.134,187.500
-1.430,-1.799,1.049,-1.709,92.957,215.942
-1.360,-1.798,0.793,-25.452,134.766,236.572
-1.312,-1.937,0.624,-75.012,161.133,255.127
-1.268,-1.953,0.635,-85.632,165.100,284.180
-1.291,-1.876,0.631,-88.562,174.744,321.960
-1.312,-1.821,0.523,-91.370,194.885,355.591
-1.337,-1.799,0.354,-90.332,215.210,384.521
-1.330,-1.804,0.258,-112.427,221.313,412.415
-1.443,-1.490,0.244,-124.329,220.337,445.862
-1.491,-0.960,0.159,-95.337,227.234,476.929
-1.402,-0.500,0.055,-78.979,228.333,484.192
-1.311,-0.208,-0.062,-82.642,217.712,469.055
-1.090,-0.143,-0.105,-107.849,200.256,436.218
-0.847,-0.198,-0.168,-135.681,192.810,400.330
-0.646,-0.188,-0.267,-136.475,187.073,373.535
-0.467,-0.114,-0.343,-118.164,171.997,355.835
-0.281,0.041,-0.395,-95.459,150.757,338.745
-0.131,0.225,-0.426,-74.951,125.671,315.918
0.006,0.430,-0.415,-58.472,98.450,286.255
0.154,0.642,-0.351,-43.213,69.092,251.282
0.282,0.851,-0.252,-31.677,40.771,208.313
0.383,0.939,-0.119,-32.959,18.555,158.813
0.456,0.954,-0.011,-28.625,2.502,109.497
0.487,0.898,0.104,-10.925,-8.606,62.439
0.484,0.882,0.164,6.042,-8.240,22.461
0.404,0.978,0.205,13.672,-3.418,-13.611
0.298,1.086,0.211,10.742,-3.479,-56.335
0.205,1.197,0.170,-1.282,-8.179,-110.046
0.068,1.256,0.084,-18.921,-13.855,-175.415
-0.175,1.271,0.017,-35.095,-17.822,-252.380
-0.419,1.206,-0.025,-37.659,-22.400,-336.548
-0.827,1.112,-0.101,-41.626,-22.949,-426.697
-1.114,0.810,-0.199,-36.560,-26.917,-520.508
-1.343,0.285,-0.167,-17.517,-38.635,-608.093
-1.629,-0.119,-0.078,26.611,-53.162,-661.499
-1.803,-0.508,-0.079,82.275,-63.843,-675.781
-1.844,-0.785,-0.310,116.882,-76.843,-656.616
-1.900,-0.914,-0.253,161.316,-103.821,-619.934
-1.897,-1.181,-0.248,189.941,-112.427,-592.957
-1.757,-1.495,-0.351,186.462,-104.797,-571.411
-1.674,-1.951,-0.246,149.353,-99.792,-547.607
-1.672,-2.451,0.049,137.817,-104.797,-515.930
-1.552,-3.006,0.246,136.658,-95.642,-465.881
-1.391,-3.579,0.311,114.563,-83.313,-399.353
-1.394,-3.932,0.438,78.857,-86.975,-319.946
-1.071,-4.000,0.772,25.513,-98.999,-225.342
-1.043,-4.000,1.162,-32.654,-82.581,-132.751
-1.105,-4.000,1.301,-60.547,-30.884,-36.865
-1.226,-4.000,1.145,-33.875,29.480,84.106
-1.458,-3.216,0.504,11.169,81.665,218.750
-1.507,-2.137,0.186,-33.386,92.041,308.777
-1.460,-2.543,0.786,-54.749,49.988,315.857
-1.508,-2.154,0.577,-72.083,82.886,364.563
-1.581,-2.121,0.403,-70.374,115.845,401.428
-1.590,-2.235,0.387,-90.820,118.408,424.194
-1.674,-2.115,0.439,-108.093,116.577,461.243
-1.833,-1.778,0.468,-114.624,121.155,498.413
-1.902,-1.277,0.438,-120.911,134.216,531.189
-1.833,-0.755,0.255,-125.366,154.480,548.584
-1.684,-0.268,-0.005,-137.512,165.466,541.809
-1.423,0.076,-0.161,-161.133,154.907,513.855
-1.076,0.288,-0.222,-181.335,138.184,475.525
-0.742,0.376,-0.242,-196.960,131.409,428.650
-0.459,0.422,-0.255,-197.876,135.803,380.981
-0.239,0.546,-0.291,-161.987,133.301,339.844
-0.106,0.795,-0.303,-112.122,115.967,302.673
0.029,1.067,-0.245,-74.341,87.341,267.700
0.137,1.335,-0.105,-48.279,57.312,228.149
0.233,1.557,-0.028,-15.686,33.630,178.406
0.265,1.756,0.097,14.404,11.780,120.728
0.262,1.904,0.167,29.114,-5.066,52.124
0.215,1.901,0.217,29.663,-19.165,-26.611
0.104,1.791,0.203,13.794,-25.818,-105.713
-0.033,1.633,0.208,-3.723,-29.968,-183.899
-0.204,1.489,0.241,-5.615,-35.889,-259.644
-0.419,1.368,0.229,5.005,-36.804,-331.482
-0.688,1.288,0.176,6.714,-31.799,-407.227
-0.883,1.008,0.150,16.235,-32.104,-489.075
-1.114,0.694,0.077,23.010,-31.494,-563.171
-1.421,0.327,-0.222,30.823,-37.231,-616.150
-1.653,0.124,-0.109,47.729,-80.505,-629.395
-1.818,-0.070,0.126,86.914,-124.512,-629.333
-2.127,-0.405,0.045,127.380,-118.713,-636.169
-2.353,-0.764,-0.057,157.166,-104.370,-633.118
-2.370,-1.153,-0.009,168.213,-104.614,-619.934
-2.465,-1.631,0.296,143.860,-105.042,-599.609
-2.584,-1.953,0.857,135.254,-88.501,-565.491
-2.409,-2.627,1.002,172.363,-31.433,-528.809
-2.268,-3.333,0.526,163.757,58.044,-484.985
-1.520,-3.960,0.156,123.901,97.961,-413.086
-1.213,-4.000,0.276,57.007,95.215,-333.374
-1.104,-4.000,0.579,2.136,88.013,-251.648
-1.064,-4.000,0.683,0.244,83.496,-108.826
-1.258,-3.669,0.351,50.659,102.112,83.496
-1.449,-0.866,-1.464,97.229,114.380,241.089
-1.455,-0.474,-0.484,-32.837,29.236,252.075
-1.162,0.015,0.283,-79.224,-94.666,170.288
-1.221,0.365,0.448,-97.717,-88.806,145.630
-1.096,0.602,0.617,-40.894,-61.890,104.492
-0.919,0.528,0.559,1.526,-28.259,72.388
-0.761,0.187,0.595,20.996,-8.362,29.724
-0.628,-0.220,0.644,22.827,2.258,3.235
-0.497,-0.658,0.611,21.729,17.822,-11.780
-0.401,-1.010,0.521,17.578,31.616,-14.465
-0.339,-1.195,0.406,14.282,39.185,-5.432
-0.297,-1.237,0.295,9.338,39.124,10.437
-0.302,-1.164,0.240,0.427,35.706,29.846
-0.375,-0.964,0.185,-4.700,28.931,47.668
-0.458,-0.676,0.178,-8.423,15.808,58.533
-0.474,-0.390,0.240,-10.559,-1.465,59.570
-0.505,-0.191,0.226,-14.160,-10.437,50.293
-0.538,-0.060,0.209,-18.738,-16.235,34.668
-0.551,-0.051,0.280,-20.874,-24.109,15.930
-0.554,-0.174,0.354,-14.160,-25.574,-3.723
-0.558,-0.360,0.393,-5.127,-18.372,-18.066
-0.559,-0.543,0.407,1.099,-12.390,-25.452
-0.573,-0.714,0.421,3.723,-9.277,-27.222
-0.569,-0.844,0.467,2.441,-9.705,-23.743
-0.585,-0.897,0.490,-0.427,-9.583,-16.235
-0.590,-0.933,0.471,-4.150,-6.165,-8.423
-0.597,-0.908,0.445,-4.578,-3.052,-1.709
-0.629,-0.852,0.387,-4.578,-0.183,3.662
-0.670,-0.750,0.351,-7.874,-1.892,6.470
-0.676,-0.658,0.330,-9.216,-7.446,5.859
-0.691,-0.654,0.352,-11.658,-12.451,-0.061
-0.705,-0.625,0.396,-11.169,-16.724,-3.296
-0.707,-0.620,0.418,-10.437,-18.616,-5.005
-0.698,-0.656,0.433,-13.855,-17.700,-8.728
-0.686,-0.726,0.461,-16.235,-15.991,-11.780
-0.735,1.289,-0.395,31.250,-143.005,-427.124
-1.105,0.830,-0.178,38.574,-142.395,-544.739
-1.475,0.280,-0.012,70.251,-114.929,-636.047
-1.798,-0.229,0.105,117.920,-75.623,-675.964
-1.791,-0.816,0.030,159.912,-37.476,-681.946
-1.587,-1.532,-0.180,176.636,-7.935,-679.504
-1.230,-2.298,-0.418,179.687,-0.916,-661.804
-1.089,-2.913,-0.475,150.513,-32.227,-618.469
-0.949,-3.449,-0.444,127.991,-95.581,-527.100
-0.685,-3.550,0.370,102.478,-174.072,-399.780
-0.629,-3.671,0.887,54.077,-182.617,-307.495
-0.714,-3.510,1.147,37.354,-144.470,-211.609
-0.871,-3.072,1.328,45.410,-92.712,-115.906
-0.943,-2.690,1.134,44.861,-26.917,-48.584
-0.911,-2.448,0.923,23.865,24.231,-6.042
-0.910,-2.248,0.653,2.197,55.115,34.790
-0.895,-2.112,0.390,-28.931,74.707,71.167
-0.858,-2.071,0.246,-50.171,75.317,96.985
-0.714,-2.120,0.177,-64.209,69.946,118.958
-0.620,-2.239,0.157,-76.294,67.932,144.958
-0.601,-2.343,0.185,-79.590,67.078,180.237
-0.582,-2.373,0.200,-73.669,66.895,223.999
-0.617,-2.305,0.289,-71.289,68.176,270.508
-0.714,-2.128,0.378,-64.331,74.341,316.284
-0.811,-1.803,0.416,-50.171,85.999,359.497
-0.902,-1.481,0.379,-37.659,94.299,389.404
-0.893,-1.250,0.359,-36.865,89.844,403.381
-0.848,-1.103,0.381,-74.036,86.365,409.546
-0.800,-1.025,0.229,-127.014,93.262,408.508
-0.765,-0.883,0.012,-158.020,100.891,408.936
-0.651,-0.719,-0.161,-160.583,97.900,407.410
-0.506,-0.552,-0.286,-150.879,88.135,398.010
-0.371,-0.411,-0.338,-139.099,73.669,380.005
-0.267,-0.269,-0.288,-126.465,50.171,355.896
-0.149,-0.118,-0.172,-100.769,24.719,328.674
-0.061,0.070,-0.051,-71.899,7.507,299.622
0.030,0.258,0.036,-53.040,0.854,268.433
0.118,0.430,0.106,-34.363,0.488,234.985
0.179,0.546,0.150,-21.973,1.770,197.632
0.272,0.670,0.176,-24.475,6.348,160.828
0.322,0.739,0.210,-25.085,10.864,123.718
0.351,0.817,0.209,-33.508,12.695,85.083
0.371,0.898,0.203,-48.401,13.367,43.396
0.240,1.072,0.220,-57.312,11.902,2.014
0.175,1.266,0.207,-53.162,4.395,-42.969
0.123,1.399,0.203,-51.147,-8.667,-101.807
-0.045,1.498,0.281,-49.927,-23.987,-175.659
-0.222,1.387,0.299,-40.222,-27.649,-264.465
-0.487,1.073,0.266,-28.809,-17.151,-356.140
-0.775,0.804,0.207,0.122,-13.550,-429.810
-0.912,0.511,0.193,37.170,-14.465,-486.755
-1.050,0.234,0.109,67.261,-0.549,-529.968
-1.299,0.057,0.024,95.947,17.578,-560.242
-1.493,-0.125,-0.017,133.850,24.841,-588.928
-1.637,-0.333,-0.051,162.415,27.527,-618.469
-1.589,-0.783,-0.126,167.725,31.189,-642.029
-1.550,-1.402,-0.278,129.578,42.480,-655.396
-1.576,-2.125,-0.570,61.646,32.288,-633.057
-1.416,-2.493,-0.187,21.667,-35.828,-562.256
-1.293,-3.044,0.239,3.296,-81.177,-499.634
-1.153,-3.567,0.280,-23.254,-73.792,-432.556
-0.930,-3.998,0.302,-46.509,-63.843,-351.013
-0.768,-4.000,0.485,-41.809,-64.026,-256.042
-0.709,-4.000,0.695,-32.349,-54.626,-148.621
-0.768,-3.987,0.731,-10.742,-26.184,-35.339
-0.876,-3.442,0.534,24.109,6.531,73.181
-1.056,-2.845,0.379,39.734,23.437,160.217
-1.120,-2.364,0.367,42.358,18.494,220.154
-1.169,-2.054,0.461,31.982,11.536,256.531
-1.175,-1.904,0.512,9.521,12.024,276.428
-1.128,-1.873,0.560,-16.602,16.907,290.649
-1.062,-1.885,0.625,-30.823,21.973,307.373
-1.029,-1.852,0.656,-41.687,34.607,328.308
-1.015,-1.736,0.636,-44.189,55.298,353.821
-0.940,-1.583,0.558,-60.547,68.115,376.953
-0.974,-1.453,0.501,-88.074,68.359,387.817
-0.975,-1.263,0.525,-107.117,63.599,397.095
-0.946,-1.039,0.488,-118.591,75.867,410.522
-0.927,-0.788,0.394,-117.737,97.717,424.377
-0.854,-0.512,0.260,-121.765,115.601,433.411
-0.719,-0.270,0.121,-128.418,124.084,429.199
-0.541,-0.024,-0.020,-118.896,121.460,411.316
-0.408,0.194,-0.102,-83.679,104.797,381.531
-0.247,0.343,-0.097,-55.420,77.942,342.224
-0.094,0.429,-0.004,-52.734,55.054,299.438
0.007,0.473,0.049,-53.467,44.312,261.414
0.101,0.595,0.053,-47.363,41.748,230.286
