/********************前两行空出********************/
/*****请从第三行开始将输出数据完全复制过来*****/
0.5554,0.955,1.094,10.986,-2.319,-11.108
0.432,0.725,0.407,-32.776,112.305,-39.185
0.446,0.832,0.144,-22.156,33.203,-9.399
0.425,0.539,0.286,28.076,-66.284,-5.554
0.520,0.864,0.846,45.593,-90.698,8.179
0.511,0.840,0.561,1.892,47.791,-0.183
0.524,0.848,0.329,-34.058,42.786,-21.790
0.492,0.458,0.703,0.671,6.653,-26.184
0.448,0.589,0.436,33.264,42.969,15.991
0.499,0.713,0.440,49.072,48.889,21.240
0.495,0.712,0.341,69.824,48.340,5.798
0.508,0.704,0.368,60.242,30.518,15.320
0.515,0.736,0.406,25.513,14.954,16.907
0.515,0.687,0.476,1.892,3.967,3.723
0.499,0.652,0.442,8.301,-2.563,5.920
0.501,0.699,0.443,-30.273,-5.737,2.747
0.486,0.690,0.454,-58.899,-16.724,0.488
0.481,0.777,0.474,-36.438,-12.268,2.808
0.500,0.737,0.443,7.568,0.305,-11.475
0.487,0.678,0.430,-2.136,-1.709,-8.972
0.492,0.717,0.464,-6.714,-7.141,-3.540
0.505,0.732,0.459,10.498,-2.380,-2.869
0.501,0.712,0.459,13.611,-6.653,-7.874
0.494,0.668,0.437,19.958,-7.568,-5.981
0.504,0.724,0.465,-4.089,-5.859,-1.465
0.513,0.716,0.456,-0.977,-0.427,-0.671
0.504,0.720,0.454,-18.555,5.798,-5.249
0.500,0.680,0.440,7.629,16.296,-7.446
0.504,0.694,0.430,0.671,19.104,-5.981
0.509,0.775,0.545,16.113,25.024,-12.817
0.544,0.700,0.435,86.914,17.212,5.615
0.522,0.697,0.493,89.478,5.493,47.913
0.497,0.616,0.499,57.434,1.404,63.416
0.510,0.590,0.478,23.987,8.179,26.733
0.506,0.705,0.547,0.610,0.488,-17.517
0.521,0.688,0.567,43.335,-3.418,-2.502
0.499,0.657,0.556,51.331,-6.042,8.057
0.505,0.632,0.529,37.415,2.869,9.949
0.500,0.643,0.547,34.302,3.418,8.301
0.501,0.639,0.574,50.049,1.953,6.287
0.495,0.592,0.566,56.335,1.770,7.019
0.497,0.594,0.584,16.846,1.648,6.714
0.501,0.604,0.615,20.630,1.648,6.531
0.503,0.616,0.624,26.855,0.305,5.737
0.501,0.613,0.614,38.330,-0.549,9.766
0.491,0.583,0.625,37.537,3.052,15.991
0.485,0.554,0.625,17.029,3.296,16.479
0.476,0.584,0.664,22.461,2.014,9.949
0.472,0.560,0.668,36.194,2.686,6.287
0.470,0.555,0.676,49.133,3.723,8.179
0.488,0.492,0.710,47.180,3.723,9.888
0.450,0.508,0.672,1.343,-19.226,2.319
0.444,0.522,0.671,-2.563,-14.160,1.709
0.451,0.543,0.685,-6.714,-6.653,1.953
0.475,0.590,0.690,9.949,-7.568,3.906
0.449,0.579,0.686,-3.601,-8.789,10.498
0.450,0.530,0.699,10.498,-6.287,11.780
0.441,0.523,0.689,8.667,-0.061,2.686
0.443,0.519,0.683,12.512,0.793,0.793
0.441,0.547,0.681,-7.690,5.005,2.197
Sample End

-0.264,1.377,1.722,166.748,-260.254,242.798
0.344,2.429,2.252,20.325,-217.651,132.935
0.236,2.129,2.258,-35.461,-77.332,-11.719
-0.191,1.152,1.761,-34.119,113.525,-33.813
-0.152,1.341,1.556,-26.428,148.987,-59.326
-0.056,1.900,1.265,-20.874,211.304,-145.630
-0.415,1.823,0.846,-73.669,295.166,-233.521
-0.946,1.362,0.163,-126.831,261.414,-298.950
-1.458,1.033,-0.600,-127.625,59.753,-420.471
-1.056,-0.057,0.008,-91.980,-67.932,-435.303
-0.041,-0.812,0.093,-128.601,-97.168,-331.726
0.214,-1.073,-0.489,48.279,-85.449,-169.373
0.287,-0.995,-0.254,64.941,-179.077,-10.193
0.516,-0.479,0.902,19.714,-211.121,80.627
0.785,-0.331,1.548,-12.207,-188.843,131.348
0.821,-0.305,1.635,-7.568,-165.039,134.399
0.724,-0.013,1.714,24.414,-98.816,176.147
0.539,0.319,1.539,-29.358,-21.851,220.032
0.300,0.546,1.223,-47.546,38.757,248.352
0.090,0.928,0.953,-75.073,91.370,259.583
-0.109,0.919,0.691,-80.627,99.854,211.365
-0.400,1.111,0.347,-61.462,79.285,148.926
-0.619,1.994,0.252,-29.785,33.630,21.790
-0.712,2.118,0.158,-31.494,6.592,-67.383
-0.797,1.604,-0.103,-92.102,-65.979,-170.471
-0.607,1.147,0.090,-98.694,-155.640,-228.760
-0.491,0.966,0.130,-122.253,-186.401,-257.385
0.020,0.226,0.694,-22.949,-198.730,-222.595
